ID	Household_Size	Number_of_Vehicles	Income	Proximity_to_Public_Transportation	Presence_of_Children	Trips
3242	2	1	78.856	1.9	0	2
3243	4	0	82.453	2.5	1	2
3244	2	1	88.888	4	0	2
3245	3	2	72.31	0.3	1	4
3246	3	1	76.209	0.5	1	4
3247	5	1	79.523	0.6	1	5
3248	1	2	83.32	0.7	0	2
3249	3	0	93.769	0.9	1	3
3250	2	1	58.805	1	0	2
3251	4	2	72.536	1.3	1	4
3252	2	0	76.372	1.5	1	2
3253	3	1	79.685	1.9	1	3
3254	3	2	83.542	2.5	1	3
3255	5	1	66.678	4.3	1	2
3256	2	1	73.417	0.3	0	2
3257	3	2	77.04	0.5	1	4
3258	2	0	80.373	0.6	0	3
3259	4	1	84.547	0.7	1	4
3260	2	2	68.886	0.9	1	3
3261	4	1	74.221	1.1	1	4
3262	3	1	77.699	1.3	1	3
3263	7	2	81.088	1.5	1	5
3264	1	1	85.737	1.9	0	2
3265	3	1	70.372	2.6	1	2
3266	2	3	74.972	4.7	0	1
3267	4	0	78.355	0.1	1	4
3268	2	1	81.843	0.3	0	3
3269	3	1	87.261	0.5	1	4
3270	3	0	71.542	0.6	1	3
3271	5	1	75.685	0.7	1	5
3272	2	2	79.015	0.9	1	3
3273	3	1	82.653	1.1	1	3
3274	2	1	89.575	1.3	1	3
3275	4	2	62.706	1.6	1	4
3276	2	0	72.72	2	0	2
3277	3	1	76.507	2.7	1	3
3278	3	2	79.821	0.2	1	4
3279	5	1	83.732	0.4	1	4
3280	1	1	67.224	0.5	0	2
3281	3	2	73.583	0.6	1	4
3282	2	1	77.173	0.8	0	3
3283	4	1	80.513	0.9	1	4
3284	2	3	84.767	1.1	0	3
3285	3	0	69.22	1.3	1	3
3286	3	1	74.375	1.6	1	3
3287	5	2	77.831	2	1	4
3288	2	1	81.236	2.8	0	2
3289	3	1	86.008	0.2	1	4
3290	2	2	70.625	0.4	0	3
3291	4	1	75.118	0.5	1	4
3292	2	1	78.487	0.6	0	3
3293	4	3	82	0.8	1	4
3294	3	0	87.633	0.9	1	3
3295	6	1	71.753	1.1	1	4
3296	1	1	75.824	1.3	0	2
3297	3	0	79.148	1.6	1	3
3298	2	1	82.824	2.1	1	3
3299	4	2	90.265	2.9	1	3
3300	2	1	64.24	0.2	0	3
3301	3	1	72.899	0.4	1	3
3302	3	2	76.641	0.5	1	3
3303	5	0	79.957	0.6	1	4
3304	2	1	83.927	0.8	0	3
3305	3	2	67.704	0.9	1	3
3306	2	1	73.746	1.1	0	3
3307	4	1	77.305	1.4	1	4
3308	2	2	80.655	1.7	1	3
3309	4	1	84.995	2.1	1	3
3310	3	1	69.533	3	1	2
3311	6	3	74.527	0.2	1	5
3312	2	0	77.962	0.4	0	2
3313	3	1	81.385	0.5	1	3
3314	2	2	86.293	0.7	1	4
3315	4	1	70.867	0.8	1	4
3316	2	1	75.261	1	0	3
3317	3	2	78.618	1.2	1	4
3318	3	1	82.159	1.4	1	4
3319	5	1	88.039	1.7	1	4
3320	2	3	71.957	2.2	0	3
3321	3	0	75.963	3.2	1	2
3322	2	1	79.281	0.3	0	3
3323	4	1	82.997	0.4	1	4
3324	2	0	91.127	0.5	1	3
3325	4	1	65.259	0.7	1	4
3326	3	2	73.075	0.8	1	4
3327	7	1	76.775	1	1	5
3328	1	1	80.095	1.2	0	2
3329	3	2	84.128	1.4	1	4
3330	2	0	68.134	1.7	0	2
3331	4	1	73.907	2.3	1	4
3332	2	2	77.437	3.3	0	2
3333	3	1	80.798	0.3	1	4
3334	2	1	85.232	0.4	0	3
3335	4	2	69.828	0.6	1	4
3336	2	1	74.677	0.7	0	3
3337	3	1	78.093	0.8	1	3
3338	2	2	81.536	1	1	3
3339	4	0	86.595	1.2	1	3
3340	2	1	71.101	1.4	0	2
3341	3	2	75.404	1.8	1	3
3342	3	1	78.75	2.3	1	3
3343	5	1	82.321	3.5	1	3
3344	1	2	88.489	0.3	0	3
3345	3	1	72.155	0.4	1	3
3346	2	1	76.1	0.6	0	3
3347	4	3	79.415	0.7	1	4
3348	2	0	83.175	0.8	0	2
3349	3	1	92.306	1	1	4
3350	3	1	66.038	1.2	1	3
3351	5	0	73.248	1.5	1	4
3352	2	1	76.908	1.8	0	2
3353	3	2	80.233	2.4	1	3
3354	2	1	84.334	3.7	0	1
3355	4	1	68.526	0.3	1	4
3356	2	2	74.065	0.4	0	3
3357	4	0	77.568	0.6	1	4
3358	3	1	80.943	0.7	1	4
3359	6	2	85.479	0.9	1	5
3360	1	1	70.106	1	0	2
3361	3	1	74.826	1.2	1	3
3362	2	2	78.224	1.5	0	3
3363	4	1	81.688	1.9	1	4
3364	2	1	86.916	2.5	0	2
3365	3	3	71.325	4	1	2
3366	3	0	75.545	0.3	1	3
3367	5	1	78.882	0.5	1	4
3368	2	2	82.486	0.6	0	3
3369	3	1	88.994	0.7	1	3
3370	2	1	72.348	0.9	1	3
3371	4	2	76.236	1	1	4
3372	2	1	79.549	1.3	0	3
3373	3	1	83.356	1.5	1	3
3374	3	3	94.299	1.9	1	4
3375	5	0	60.216	2.5	1	3
3376	1	1	72.573	4.3	0	0
3377	3	2	76.399	0.3	1	4
3378	2	0	79.712	0.5	0	2
3379	4	1	83.579	0.6	1	4
3380	2	2	66.793	0.7	0	3
3381	3	1	73.45	0.9	1	3
3382	3	1	77.067	1.1	1	3
3383	5	2	80.401	1.3	1	4
3384	2	0	84.59	1.6	0	2
3385	3	1	68.955	1.9	1	3
3386	2	2	74.252	2.6	0	2
3387	4	1	77.726	4.7	1	2
3388	2	1	81.118	0.1	0	3
3389	4	2	85.79	0.3	1	4
3390	3	1	70.423	0.5	1	3
3391	7	1	75.002	0.6	1	6
3392	1	3	78.381	0.8	0	3
3393	3	0	81.874	0.9	1	3
3394	2	1	87.333	1.1	0	3
3395	4	2	71.585	1.3	1	4
3396	2	1	75.713	1.6	0	3
3397	3	1	79.041	2	1	3
3398	2	2	82.687	2.7	1	2
3399	5	1	89.703	0.2	1	5
3400	2	1	63.084	0.4	0	3
3401	3	3	72.756	0.5	1	4
3402	2	0	76.533	0.6	0	2
3403	4	1	79.848	0.8	1	4
3404	2	1	83.771	0.9	0	3
3405	3	0	67.325	1.1	1	3
3406	3	1	73.616	1.3	1	3
3407	5	2	77.199	1.6	1	5
3408	1	1	80.542	2	0	2
3409	3	1	84.812	2.8	1	3
3410	2	2	69.284	0.2	1	3
3411	4	0	74.406	0.4	1	4
3412	2	1	77.857	0.5	1	3
3413	3	2	81.265	0.6	1	4
3414	3	0	86.064	0.8	1	3
3415	5	1	70.674	0.9	1	4
3416	2	2	75.146	1.1	0	3
3417	3	1	78.513	1.3	1	3
3418	2	1	82.032	1.6	1	3
3419	4	2	87.711	2.1	1	4
3420	2	0	71.794	2.9	0	1
3421	4	1	75.852	0.2	1	4
3422	3	2	79.174	0.4	1	3
3423	6	1	82.858	0.5	1	5
3424	1	1	90.421	0.7	0	3
3425	3	2	64.471	0.8	1	3
3426	2	1	72.935	0.9	0	2
3427	4	1	76.668	1.1	1	4
3428	2	3	79.985	1.4	0	3
3429	3	0	83.967	1.7	1	3
3430	3	1	67.794	2.1	1	2
3431	5	1	73.779	3.1	1	3
3432	2	0	77.331	0.2	0	3
3433	3	1	80.684	0.4	1	4
3434	2	2	85.042	0.5	0	3
3435	4	1	69.593	0.7	1	4
3436	2	1	74.557	0.8	0	3
3437	4	2	77.988	1	1	4
3438	3	0	81.415	1.2	1	3
3439	6	1	86.352	1.4	1	4
3440	2	2	70.915	1.7	0	2
3441	3	1	75.29	2.2	1	3
3442	2	1	78.645	3.2	0	2
3443	4	2	82.192	0.3	1	4
3444	2	1	88.125	0.4	0	3
3445	3	1	71.997	0.5	1	4
3446	3	3	75.99	0.7	1	4
3447	5	0	79.308	0.8	1	4
3448	2	1	83.033	1	0	3
3449	3	2	91.33	1.2	1	4
3450	2	1	65.429	1.4	0	3
3451	4	1	73.11	1.7	1	4
3452	2	2	76.801	2.3	0	3
3453	4	1	80.122	3.4	1	2
3454	3	1	84.168	0.3	1	4
3455	7	3	68.215	0.4	1	5
3456	1	0	73.939	0.6	0	2
3457	3	1	77.463	0.7	1	4
3458	2	1	80.827	0.8	0	3
3459	4	0	85.281	1	1	3
3460	2	1	69.885	1.2	0	3
3461	3	2	74.707	1.4	1	3
3462	2	1	78.119	1.8	0	2
3463	4	1	81.566	2.3	1	3
3464	2	2	86.657	3.5	0	2
3465	3	0	71.146	0.3	1	3
3466	2	1	75.432	0.4	0	2
3467	4	2	78.776	0.6	1	4
3468	2	1	82.354	0.7	0	3
3469	3	1	88.585	0.8	1	3
3470	3	2	72.194	1	1	4
3471	5	1	76.127	1.2	1	4
3472	1	1	79.442	1.5	0	2
3473	3	3	83.211	1.8	1	3
3474	2	0	92.608	2.4	0	2
3475	4	1	66.175	3.7	1	1
3476	2	2	73.282	0.3	0	3
3477	3	1	76.934	0.4	1	4
3478	3	1	80.261	0.6	1	4
3479	5	2	84.376	0.7	1	5
3480	2	1	68.6	0.9	0	2
3481	3	1	74.097	1	1	4
3482	2	3	77.594	1.2	0	3
3483	4	0	80.972	1.5	1	3
3484	2	1	85.53	1.9	0	3
3485	4	1	70.161	2.5	1	3
3486	3	0	74.855	4	1	1
3487	6	1	78.25	0.3	1	4
3488	1	2	81.719	0.5	0	3
3489	3	1	86.983	0.6	1	4
3490	2	1	71.369	0.7	0	3
3491	4	2	75.573	0.9	1	4
3492	2	0	78.909	1	0	2
3493	3	1	82.519	1.3	1	4
3494	3	2	89.103	1.5	1	4
3495	5	0	72.386	1.9	1	3
3496	2	1	76.263	2.5	0	2
3497	3	2	79.576	4.3	1	2
3498	2	1	83.393	0.3	0	3
3499	4	1	94.964	0.5	1	4
3500	2	2	61.096	0.6	0	3
3501	3	0	72.61	0.7	1	3
3502	3	1	76.426	0.9	1	4
3503	6	2	79.739	1.1	1	5
3504	1	1	83.617	1.3	0	2
3505	3	1	66.906	1.6	1	3
3506	2	2	73.484	2	0	2
3507	4	1	77.093	2.6	1	3
3508	2	1	80.429	4.8	1	1
3509	3	3	84.634	0.1	1	4
3510	3	0	69.022	0.3	1	3
3511	5	1	74.283	0.5	1	5
3512	2	1	77.752	0.6	1	3
3513	3	0	81.147	0.8	1	3
3514	2	1	85.844	0.9	0	3
3515	4	2	70.474	1.1	1	4
3516	2	1	75.031	1.3	0	3
3517	4	1	78.408	1.6	1	3
3518	3	2	81.906	2	1	3
3519	7	0	87.406	2.7	1	4
3520	1	1	71.627	0.2	0	2
3521	3	2	75.741	0.4	1	4
3522	2	1	79.068	0.5	0	3
3523	4	1	82.721	0.6	1	4
3524	2	2	89.835	0.8	0	3
3525	3	1	63.418	0.9	1	3
3526	3	1	72.792	1.1	1	3
3527	5	3	76.56	1.3	1	4
3528	2	0	79.875	1.6	0	3
3529	3	1	83.809	2	1	3
3530	2	2	67.423	2.8	0	2
3531	4	1	73.649	0.2	1	4
3532	2	1	77.226	0.4	0	3
3533	3	2	80.57	0.5	1	3
3534	3	1	84.857	0.6	1	4
3535	5	1	69.348	0.8	1	5
3536	1	3	74.436	0.9	0	2
3537	3	0	77.883	1.1	1	3
3538	2	1	81.295	1.3	0	3
3539	4	2	86.12	1.6	1	4
3540	2	0	70.723	2.1	0	2
3541	3	1	75.175	2.9	1	3
3542	3	2	78.539	0.2	1	4
3543	5	1	82.064	0.4	1	4
3544	2	1	87.791	0.5	0	3
3545	3	2	71.835	0.7	1	4
3546	2	0	75.88	0.8	0	3
3547	4	1	79.201	1	1	3
3548	2	2	82.893	1.1	0	3
3549	4	1	90.584	1.4	1	4
3550	3	1	64.686	1.7	1	3
3551	6	2	72.97	2.2	1	4
3552	1	1	76.694	3.1	0	1
3553	3	1	80.012	0.2	1	3
3554	2	3	84.007	0.4	0	3
3555	4	0	67.882	0.5	1	4
3556	2	1	73.811	0.7	0	3
3557	3	2	77.358	0.8	1	3
3558	3	1	80.712	1	1	4
3559	5	1	85.089	1.2	1	4
3560	2	2	69.653	1.4	0	3
3561	3	1	74.588	1.7	1	3
3562	2	1	78.014	2.2	0	3
3563	4	3	81.445	3.2	1	3
3564	2	0	86.412	0.3	0	3
3565	4	1	70.962	0.4	1	4
3566	3	1	75.319	0.5	1	3
3567	6	0	78.671	0.7	1	4
3568	2	1	82.224	0.8	0	3
3569	3	2	88.213	1	1	4
3570	2	1	72.037	1.2	0	3
3571	4	1	76.017	1.4	1	3
3572	2	2	79.335	1.8	0	3
3573	3	0	83.068	2.3	1	2
3574	3	1	91.547	3.4	1	2
3575	5	2	65.592	0.3	1	5
3576	2	1	73.145	0.4	0	3
3577	3	1	76.828	0.6	1	3
3578	2	2	80.15	0.7	0	3
3579	4	1	84.209	0.8	1	4
3580	2	1	68.295	1	0	3
3581	4	2	73.971	1.2	1	4
3582	3	0	77.489	1.4	1	3
3583	8	1	80.856	1.8	1	5
3584	1	2	85.33	2.3	0	2
3585	3	1	69.941	3.6	1	2
3586	2	1	74.737	0.3	0	3
3587	4	2	78.145	0.4	1	4
3588	2	1	81.597	0.6	0	3
3589	3	1	86.721	0.7	1	3
3590	2	3	71.192	0.8	1	3
3591	4	0	75.461	1	1	3
3592	2	1	78.803	1.2	0	3
3593	3	1	82.387	1.5	1	3
3594	2	0	88.683	1.8	0	2
3595	4	1	72.233	2.4	1	3
3596	2	2	76.154	3.8	0	2
3597	3	1	79.469	0.3	1	3
3598	3	1	83.247	0.4	1	4
3599	5	2	92.945	0.6	1	5
3600	1	0	66.307	0.7	0	2
3601	3	1	73.316	0.9	1	3
3602	2	2	76.961	1	0	3
3603	4	1	80.289	1.2	1	4
3604	2	1	84.418	1.5	1	3
3605	3	2	68.673	1.9	1	3
3606	3	1	74.128	2.5	1	3
3607	5	1	77.621	4	1	3
3608	2	3	81.001	0.3	0	3
3609	3	0	85.581	0.5	1	3
3610	2	1	70.214	0.6	0	3
3611	4	2	74.885	0.7	1	4
3612	2	1	78.276	0.9	0	3
3613	4	1	81.75	1	1	4
3614	3	2	87.051	1.3	1	4
3615	6	1	71.413	1.5	1	4
3616	1	1	75.601	1.9	0	2
3617	3	3	78.935	2.6	1	3
3618	2	0	82.552	4.4	0	1
3619	4	1	89.216	0.3	1	4
3620	2	2	72.424	0.5	0	3
3621	3	0	76.29	0.6	1	3
3622	3	1	79.603	0.7	1	3
3623	5	2	83.43	0.9	1	5
3624	2	1	95.871	1.1	0	3
3625	3	1	61.747	1.3	1	3
3626	2	2	72.647	1.6	0	3
3627	4	0	76.453	2	1	3
3628	2	1	79.766	2.6	1	3
3629	3	2	83.655	4.8	1	1
3630	3	1	67.015	0.1	1	3
3631	5	1	73.517	0.4	1	4
3632	1	2	77.12	0.5	0	2
3633	3	1	80.457	0.6	1	4
3634	2	1	84.678	0.8	0	3
3635	4	3	69.089	0.9	1	4
3636	2	0	74.314	1.1	0	2
3637	3	1	77.778	1.3	1	3
3638	3	2	81.177	1.6	1	3
3639	5	1	85.898	2	1	4
3640	2	1	70.525	2.7	0	2
3641	3	2	75.06	0.2	1	4
3642	2	1	78.434	0.4	0	3
3643	4	1	81.937	0.5	1	4
3644	2	3	87.48	0.6	0	4
3645	4	0	71.669	0.8	1	4
3646	3	1	75.769	0.9	1	3
3647	6	1	79.094	1.1	1	4
3648	1	0	82.755	1.3	0	2
3649	3	1	89.973	1.6	1	3
3650	2	2	63.717	2.1	0	2
3651	4	1	72.828	2.8	1	3
3652	2	1	76.587	0.2	0	3
3653	3	2	79.902	0.4	1	3
3654	2	0	83.848	0.5	1	3
3655	4	1	67.519	0.6	1	4
3656	2	2	73.681	0.8	0	3
3657	3	0	77.252	0.9	1	3
3658	2	1	80.598	1.1	0	3
3659	4	2	84.903	1.3	1	4
3660	2	1	69.41	1.7	0	2
3661	3	1	74.467	2.1	1	3
3662	3	2	77.909	3	1	3
3663	5	0	81.325	0.2	1	4
3664	1	1	86.177	0.4	0	2
3665	3	2	70.772	0.5	1	4
3666	2	1	75.204	0.7	0	3
3667	4	1	78.566	0.8	1	4
3668	2	2	82.095	1	0	3
3669	3	1	87.872	1.1	1	4
3670	3	1	71.876	1.4	1	3
3671	5	3	75.907	1.7	1	4
3672	2	0	79.228	2.2	0	2
3673	3	1	82.927	3.1	1	2
3674	2	1	90.755	0.2	1	3
3675	4	0	64.888	0.4	1	4
3676	2	1	73.005	0.5	0	3
3677	4	2	76.721	0.7	1	4
3678	3	1	80.04	0.8	1	3
3679	6	1	84.047	1	1	4
3680	1	2	67.967	1.2	0	3
3681	3	0	73.843	1.4	1	3
3682	2	1	77.384	1.7	0	2
3683	4	2	80.741	2.2	1	4
3684	2	1	85.136	3.2	0	2
3685	3	1	69.712	0.3	1	4
3686	3	2	74.618	0.4	1	4
3687	5	1	78.04	0.5	1	4
3688	2	1	81.475	0.7	0	3
3689	3	3	86.472	0.8	1	4
3690	2	0	71.008	1	0	2
3691	4	1	75.347	1.2	1	4
3692	2	2	78.697	1.4	1	3
3693	3	1	82.256	1.8	1	3
3694	3	1	88.303	2.3	1	3
3695	6	2	72.076	3.4	1	4
3696	2	1	76.045	0.3	0	3
3697	3	1	79.361	0.4	1	3
3698	2	3	83.103	0.6	0	4
3699	4	0	91.78	0.7	1	4
3700	2	1	65.747	0.8	0	3
3701	3	1	73.179	1	1	4
3702	3	0	76.855	1.2	1	3
3703	5	1	80.178	1.4	1	4
3704	2	2	84.251	1.8	0	3
3705	3	1	68.373	2.3	1	3
3706	2	1	74.002	3.6	1	2
3707	4	2	77.515	0.3	1	4
3708	2	0	80.885	0.4	0	3
3709	4	1	85.379	0.6	1	4
3710	3	2	69.997	0.7	1	4
3711	7	1	74.767	0.8	1	5
3712	1	1	78.172	1	0	2
3713	3	2	81.627	1.2	1	4
3714	2	1	86.785	1.5	0	3
3715	4	1	71.236	1.8	1	3
3716	2	3	75.489	2.4	0	2
3717	3	0	78.829	3.8	1	2
3718	2	1	82.42	0.3	0	3
3719	4	2	88.784	0.5	1	4
3720	2	1	72.271	0.6	1	3
3721	3	1	76.182	0.7	1	3
3722	2	2	79.496	0.9	1	3
3723	4	1	83.283	1	1	4
3724	2	1	93.327	1.2	0	3
3725	3	3	66.435	1.5	1	3
3726	3	0	73.35	1.9	1	2
3727	5	1	76.987	2.5	1	4
3728	1	1	80.317	4.1	0	1
3729	3	0	84.461	0.3	1	3
3730	2	1	68.745	0.5	0	2
3731	4	2	74.159	0.6	1	5
3732	2	1	77.647	0.7	0	3
3733	3	1	81.03	0.9	1	3
3734	3	2	85.632	1	1	4
3735	5	0	70.267	1.3	1	4
3736	2	1	74.914	1.5	0	2
3737	3	2	78.303	1.9	1	3
3738	2	0	81.781	2.6	1	2
3739	4	1	87.12	4.4	1	2
3740	2	2	71.456	0.3	0	3
3741	4	1	75.629	0.5	1	4
3742	3	1	78.962	0.6	1	3
3743	6	2	82.586	0.7	1	5
3744	1	0	89.332	0.9	0	2
3745	3	1	72.461	1.1	1	3
3746	2	2	76.318	1.3	0	3
3747	4	1	79.63	1.6	1	3
3748	2	1	83.467	2	0	2
3749	3	2	97.356	2.6	1	3
3750	3	1	56.004	4.9	1	1
3751	5	1	72.506	0.1	1	5
3752	2	3	76.35	0.4	0	4
3753	3	0	79.663	0.5	1	3
3754	2	1	83.512	0.6	1	3
3755	4	1	66.582	0.8	1	4
3756	2	0	73.39	0.9	0	2
3757	3	1	77.019	1.1	1	3
3758	3	2	80.35	1.3	1	3
3759	6	1	84.512	1.6	1	4
3760	1	1	68.83	2	0	2
3761	3	2	74.197	2.7	1	3
3762	2	0	77.678	0.2	0	3
3763	4	1	81.065	0.4	1	4
3764	2	2	85.695	0.5	0	3
3765	3	1	70.33	0.6	1	4
3766	3	1	74.949	0.8	1	3
3767	5	2	78.334	0.9	1	5
3768	2	1	81.818	1.1	0	3
3769	3	1	87.204	1.3	1	3
3770	2	3	71.508	1.6	0	3
3771	4	0	75.663	2.1	1	3
3772	2	1	78.993	2.9	0	2
3773	4	2	82.626	0.2	1	4
3774	3	1	89.476	0.4	1	4
3775	7	1	62.362	0.5	1	5
3776	1	2	72.691	0.6	0	3
3777	3	1	76.485	0.8	1	4
3778	2	1	79.799	0.9	0	3
3779	4	3	83.701	1.1	1	4
3780	2	0	67.142	1.4	0	2
3781	3	1	73.557	1.7	1	3
3782	3	1	77.152	2.1	1	3
3783	5	0	80.491	3	1	3
3784	2	1	84.731	0.2	0	3
3785	3	2	69.168	0.4	1	3
3786	2	1	74.351	0.5	0	3
3787	4	1	77.81	0.7	1	4
3788	2	2	81.212	0.8	0	3
3789	3	0	85.964	1	1	3
3790	3	1	70.585	1.1	1	3
3791	5	2	75.094	1.4	1	5
3792	1	1	78.466	1.7	0	2
3793	3	1	81.975	2.2	1	3
3794	2	2	87.571	3.1	0	2
3795	4	1	71.719	0.2	1	4
3796	2	1	75.802	0.4	0	3
3797	3	3	79.126	0.5	1	4
3798	3	0	82.796	0.7	1	3
3799	5	1	90.145	0.8	1	4
3800	2	2	64.041	1	1	3
3801	3	1	72.871	1.2	1	3
3802	2	1	76.619	1.4	0	3
3803	4	2	79.935	1.7	1	4
3804	2	1	83.895	2.2	0	2
3805	4	1	67.631	3.2	1	2
3806	3	3	73.72	0.3	1	4
3807	6	0	77.284	0.4	1	5
3808	1	1	80.632	0.5	0	2
3809	3	1	84.958	0.7	1	4
3810	2	0	69.484	0.8	0	2
3811	4	1	74.503	1	1	4
3812	2	2	77.941	1.2	0	3
3813	3	1	81.361	1.4	1	3
3814	3	1	86.246	1.8	1	3
3815	5	2	70.829	2.3	1	3
3816	2	0	75.239	3.4	0	1
3817	3	1	78.597	0.3	1	4
3818	2	2	82.134	0.4	0	4
3819	4	1	87.972	0.6	1	4
3820	2	1	71.924	0.7	0	3
3821	4	2	75.94	0.8	1	4
3822	3	1	79.26	1	1	3
3823	6	1	82.969	1.2	1	4
3824	2	2	90.973	1.5	0	3
3825	3	0	65.115	1.8	1	3
3826	2	1	73.047	2.3	0	2
3827	4	2	76.753	3.6	1	3
3828	2	1	80.073	0.3	1	3
3829	3	1	84.095	0.4	1	3
3830	3	2	68.068	0.6	1	3
3831	5	1	73.882	0.7	1	4
3832	2	1	77.416	0.8	0	2
3833	3	3	80.775	1	1	4
3834	2	0	85.194	1.2	0	2
3835	4	1	69.782	1.5	1	3
3836	2	1	74.653	1.8	0	2
3837	4	0	78.072	2.4	1	3
3838	3	1	81.511	3.8	1	2
3839	8	2	86.545	0.3	1	6
3840	1	1	71.064	0.5	0	2
3841	3	1	75.381	0.6	1	3
3842	2	2	78.729	0.7	0	3
3843	4	0	82.295	0.9	1	4
3844	2	1	88.413	1	0	3
3845	3	2	72.123	1.2	1	3
3846	2	1	76.078	1.5	0	3
3847	4	1	79.393	1.9	1	3
3848	2	2	83.146	2.5	0	2
3849	3	1	92.084	4.1	1	2
3850	2	1	65.925	0.3	0	2
3851	4	3	73.22	0.5	1	5
3852	2	0	76.886	0.6	0	2
3853	3	1	80.211	0.7	1	4
3854	3	2	84.301	0.9	1	4
3855	5	1	68.465	1.1	1	4
3856	1	1	74.04	1.3	0	2
3857	3	2	77.547	1.5	1	4
3858	2	1	80.919	1.9	1	3
3859	4	1	85.439	2.6	1	3
3860	2	3	70.063	4.4	0	1
3861	3	0	74.802	0.3	1	3
3862	3	1	78.203	0.5	1	3
3863	5	2	81.664	0.6	1	5
3864	2	0	86.863	0.7	0	3
3865	3	1	71.29	0.9	1	4
3866	2	2	75.523	1.1	0	3
3867	4	1	78.861	1.3	1	3
3868	2	1	82.459	1.6	0	2
3869	4	2	88.909	2	1	4
3870	3	0	72.317	2.7	1	2
3871	6	1	76.214	4.9	1	2
3872	1	2	79.528	0.2	0	3
3873	3	1	83.327	0.4	1	4
3874	2	1	93.867	0.5	0	3
3875	4	2	59.165	0.6	1	4
3876	2	1	72.543	0.8	1	3
3877	3	1	76.377	0.9	1	4
3878	3	3	79.69	1.1	1	3
3879	5	0	83.549	1.3	1	4
3880	2	1	66.701	1.6	0	2
3881	3	2	73.424	2	1	3
3882	2	1	77.046	2.8	0	2
3883	4	1	80.378	0.2	1	4
3884	2	2	84.556	0.4	0	3
3885	3	1	68.9	0.5	1	3
3886	3	1	74.228	0.6	1	3
3887	5	3	77.705	0.8	1	4
3888	1	0	81.094	0.9	0	2
3889	3	1	85.748	1.1	1	4
3890	2	1	70.382	1.3	0	2
3891	4	0	74.978	1.6	1	3
3892	2	1	78.36	2.1	0	2
3893	3	2	81.849	2.9	1	3
3894	3	1	87.275	0.2	1	4
3895	5	1	71.551	0.4	1	4
3896	2	2	75.691	0.5	0	3
3897	3	0	79.02	0.6	1	3
3898	2	1	82.66	0.8	0	3
3899	4	2	89.6	0.9	1	4
3900	2	0	62.786	1.1	0	2
3901	4	1	72.727	1.4	1	3
3902	3	2	76.512	1.7	1	3
3903	7	1	79.826	2.1	1	5
3904	1	1	83.74	3	0	1
3905	3	2	67.244	0.2	1	3
3906	2	0	73.59	0.4	0	2
3907	4	1	77.178	0.5	1	4
3908	2	2	80.519	0.7	0	3
3909	3	1	84.776	0.8	1	3
3910	2	1	69.233	1	0	3
3911	5	2	74.381	1.1	1	4
3912	2	1	77.836	1.4	1	3
3913	3	1	81.242	1.7	1	3
3914	2	3	86.019	2.2	0	3
3915	4	0	70.635	3.1	1	2
3916	2	1	75.123	0.2	0	3
3917	3	1	78.492	0.4	1	3
3918	3	0	82.006	0.5	1	3
3919	5	1	87.648	0.7	1	5
3920	1	2	71.761	0.8	0	2
3921	3	1	75.83	1	1	3
3922	2	1	79.153	1.2	1	3
3923	4	2	82.83	1.4	1	4
3924	2	0	90.296	1.7	1	2
3925	3	1	64.287	2.2	1	3
3926	3	2	72.906	3.2	1	2
3927	5	1	76.646	0.3	1	4
3928	2	1	79.963	0.4	0	3
3929	3	2	83.935	0.5	1	4
3930	2	1	67.722	0.7	0	3
3931	4	1	73.753	0.8	1	4
3932	2	3	77.31	1	0	3
3933	4	0	80.661	1.2	1	4
3934	3	1	85.005	1.4	1	3
3935	6	2	69.545	1.8	1	4
3936	1	1	74.533	2.3	0	2
3937	3	1	77.967	3.4	1	2
3938	2	2	81.391	0.3	0	3
3939	4	1	86.305	0.4	1	4
3940	2	1	70.877	0.6	0	3
3941	3	3	75.267	0.7	1	4
3942	3	0	78.623	0.8	1	3
3943	5	1	82.166	1	1	5
3944	2	1	88.056	1.2	0	3
3945	3	0	71.965	1.5	1	3
3946	2	1	75.968	1.8	0	2
3947	4	2	79.286	2.4	1	3
3948	2	1	83.004	3.6	1	2
3949	4	1	91.167	0.3	1	4
3950	3	2	65.293	0.4	1	3
3951	6	0	73.082	0.6	1	4
3952	2	1	76.78	0.7	0	3
3953	3	2	80.1	0.9	1	4
3954	2	1	84.136	1	0	2
3955	4	1	68.151	1.2	1	4
3956	2	2	73.914	1.5	0	3
3957	3	1	77.442	1.8	1	3
3958	3	1	80.804	2.4	1	3
3959	5	3	85.242	3.8	1	3
3960	2	0	69.839	0.3	0	3
3961	3	1	74.683	0.5	1	3
3962	2	2	78.098	0.6	1	3
3963	4	1	81.542	0.7	1	3
3964	2	1	86.607	0.9	0	3
3965	4	2	71.11	1	1	4
3966	3	1	75.41	1.2	1	4
3967	7	1	78.755	1.5	1	5
3968	1	3	82.328	1.9	0	2
3969	3	0	88.508	2.5	1	3
3970	2	1	72.163	4.1	0	1
3971	4	1	76.105	0.3	1	4
3972	2	0	79.42	0.5	1	3
3973	3	1	83.182	0.6	1	3
3974	2	2	92.364	0.7	1	3
3975	4	1	66.066	0.9	1	4
3976	2	1	73.255	1.1	1	3
3977	3	2	76.913	1.3	1	4
3978	2	0	80.239	1.5	0	2
3979	4	1	84.342	1.9	1	4
3980	2	2	68.541	2.6	0	2
3981	3	0	74.072	4.5	1	1
